queryid,numberconstraints,rewritingtimenano
1,100,1677188342
2,100,27835314
3,100,113736340
4,100,248188166
5,100,69998113
6,100,106021344
7,100,158112812
8,100,207618937
9,100,58964149
10,100,240409510
11,100,63897419
12,100,265298949
13,100,553635196
15,100,210923193
16,100,128806656
18,100,436567612
19,100,283276351
20,100,26496872
21,100,261235823
