queryid,numberconstraints,rewritingtimenano
1,100,553382010
2,100,46810226
3,100,363466907
4,100,109730572
5,100,135609516
6,100,335342416
7,100,100410511
8,100,111442631
9,100,2023028868
10,100,805966082
11,100,40071351
12,100,574494076
13,100,334043879
15,100,17653507
16,100,99757869
18,100,1566291389
19,100,111487636
20,100,18225246
21,100,141735764
