queryid,numberconstraints,rewritingtimenano
1,1,582025156
2,1,66564072
3,1,354223438
4,1,106535812
5,1,143280218
6,1,352272615
7,1,105849832
8,1,189875440
9,1,1982922069
10,1,822204872
11,1,56729371
12,1,577214029
13,1,329218504
15,1,33904957
16,1,117840486
18,1,1545566011
19,1,126871492
20,1,34483899
21,1,160587688
