queryid,numberconstraints,rewritingtimenano
1,1,411145344
2,1,26774925
3,1,86035929
4,1,201408827
5,1,86097868
6,1,93423996
7,1,120605346
8,1,111874019
9,1,36909555
10,1,145678557
11,1,61034735
12,1,181022295
13,1,137212529
15,1,206064996
16,1,127287086
18,1,380952386
19,1,124837532
20,1,24237822
21,1,141501805
