queryid,numberconstraints,rewritingtimenano
1,1,581528439
2,1,66743352
3,1,358781201
4,1,108868974
5,1,146612442
6,1,359101670
7,1,105859617
8,1,167204345
9,1,2010455537
10,1,671748729
11,1,57000506
12,1,576979016
13,1,340605813
15,1,35275024
16,1,117834178
18,1,1309706823
19,1,128542110
20,1,35077441
21,1,168406048
