queryid,numberconstraints,rewritingtimenano
1,1,392791817
2,1,27001842
3,1,85099775
4,1,200793845
5,1,85453575
6,1,93958054
7,1,117706721
8,1,112247040
9,1,36512271
10,1,147385499
11,1,60876041
12,1,180975020
13,1,136278643
15,1,211131843
16,1,125725174
18,1,382863225
19,1,126365843
20,1,24466802
21,1,142885112
